SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_BIRTH,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_EMPLOYED,PREV_CODE_REJECT_REASON_XAP_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_EMPLOYED_PERC,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,ACTIVE_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_MEAN,REGION_RATING_CLIENT_W_CITY,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,DAYS_LAST_PHONE_CHANGE,REGION_RATING_CLIENT,CODE_GENDER,TARGET
177127,0.6279908192952864,0.6420885333667294,-1294.3333333333333,0.3333333333333333,-14350.0,0.6666666666666666,0.4,-409.0,0.6,-543.0,0.0285017421602787,0.4,-576.0,-2731.0,2.0,0.0,0.0,-2410.0,2.0,1.0,0.0
233276,0.5849900404894085,0.7332351585734416,-1676.6666666666667,0.6666666666666666,-14844.0,0.3333333333333333,0.2,-1070.0,0.8,-1339.6666666666667,0.0720829964969011,0.8,-376.0,-2327.0,2.0,0.2,0.4,-1897.0,2.0,1.0,0.0
216308,0.6446794549585961,0.2298612494363501,-651.0,0.25,-9391.0,0.75,0.0,-1296.5,1.0,-406.75,0.138730955223583,0.8333333333333334,-561.0,-921.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
240313,0.2238313174701554,0.0680609250796578,-750.7777777777778,0.4444444444444444,-14109.0,0.5555555555555556,0.2727272727272727,-1995.0,0.7272727272727273,-543.8888888888889,0.1413991069530087,0.2727272727272727,-186.8,-1455.75,2.0,0.1818181818181818,0.0909090909090909,-2253.0,2.0,1.0,0.0
280651,0.087880699180133,0.6715558885210696,-1140.0,0.5,-10961.0,0.5,0.5,-1005.0,0.5,-30.0,0.0916887145333455,0.5,-1088.0,-1192.0,1.0,0.5,0.5,-19.0,1.0,0.0,0.0
375994,0.671761170359473,0.6391534436592254,-2337.0,1.0,-18376.0,0.0,0.0,-2370.0,1.0,-1461.0,0.1289725729212015,0.8333333333333334,-1310.4333333333334,-2337.0,3.0,0.0,0.0,-2144.0,3.0,0.0,0.0
392387,0.6577838002083306,0.5794244982933493,-939.0,0.625,-19683.0,0.375,0.0,-2840.0,1.0,-574.75,0.144286948127826,1.0,-631.6666666666666,-1123.4,2.0,0.0,0.0,-498.0,2.0,1.0,0.0
431121,0.6948562064095531,0.7494626274586892,-1051.0,0.0,-18142.0,1.0,0.0,-3669.0,1.0,-1050.0,0.202237901003197,0.8333333333333334,-1051.0,-1510.86,2.0,0.0,0.0,-1359.0,2.0,1.0,0.0
159868,0.7407990879702335,0.2007508419060286,-852.0,1.0,-17140.0,0.0,0.0,-3756.0,1.0,-483.0,0.2191365227537923,1.0,-504.28,-852.0,2.0,0.0,0.0,-1604.0,2.0,0.0,0.0
232230,0.3154721549257734,0.6565667219878174,-925.8571428571428,0.4285714285714285,-11215.0,0.5714285714285714,0.0,-1877.0,0.8571428571428571,-425.4285714285714,0.1673651359786001,0.5714285714285714,-591.75,-1371.3333333333333,2.0,0.0,0.1428571428571428,-356.0,2.0,1.0,0.0
385923,0.4014074137749511,0.1556570878596024,-416.0,0.5,-9968.0,0.5,0.5,-1331.0,0.4,-175.33333333333334,0.1335272873194221,0.3,-306.6666666666667,-525.3333333333334,2.0,0.0,0.0,-779.0,2.0,0.0,0.0
439418,0.6940926425266661,0.6622293413928331,-984.875,0.5,-13939.0,0.5,0.0,-90.0,1.0,-457.5,0.0064567042112059,0.75,-672.0,-1297.75,2.0,0.0,0.0,-2351.0,2.0,1.0,0.0
371979,0.6161216908872079,0.5313080490633314,-1047.5,0.5,-21807.0,0.5,0.2,-5727.4,0.8,-521.875,0.263877211507155,0.6,-825.0,-1270.0,2.0,0.2,0.0,-1240.0,2.0,1.0,0.0
292203,0.7850520263728172,0.4580276629283381,-1929.25,1.0,-13650.0,0.0,0.0,-979.0,1.0,-693.0,0.0717216117216117,1.0,-1070.2,-1929.25,2.0,0.0,0.3333333333333333,-835.0,2.0,0.0,0.0
237198,0.1951984060044098,0.4096689311609568,-1189.6,0.6,-17863.0,0.4,0.1,-7053.0,0.9,-604.8,0.3948384929743044,0.8,-658.0,-1544.0,2.0,0.1,0.1,-1693.0,2.0,1.0,1.0
116317,0.3108182544189319,0.4810845225697084,-287.25,0.5,-10836.0,0.5,0.0,-1747.0,0.875,-118.75,0.1612218530823182,0.5,-272.0,-302.5,2.0,0.0,0.0,-244.0,2.0,1.0,0.0
424998,0.6894791426446275,0.5913919832063945,-839.1666666666666,0.6666666666666666,-9413.0,0.3333333333333333,0.0,-698.0,1.0,-471.0,0.0741527674492722,1.0,-791.75,-862.875,3.0,0.0,0.0,-237.0,3.0,0.0,0.0
173179,0.5370699579791587,0.37636067265011,-960.3,0.6,-13615.0,0.4,0.5555555555555556,-1718.0,0.4444444444444444,-342.4,0.126184355490268,0.3333333333333333,-557.75,-1228.6666666666667,2.0,0.0,0.1111111111111111,-2312.0,2.0,1.0,0.0
115534,0.1595195404777181,0.3481311610019156,-686.7272727272727,0.5454545454545454,-17347.0,0.4545454545454545,0.0,-2173.0,1.0,-302.54545454545456,0.1252666167060586,0.8,-598.4,-760.3333333333334,2.0,0.0,0.0,-834.0,2.0,1.0,0.0
241384,0.6910212267577837,0.5620144662569511,-655.3333333333334,0.3333333333333333,-10819.0,0.6666666666666666,0.0,-747.0,1.0,-407.6666666666667,0.0690451982623163,1.0,-562.0,-842.0,2.0,0.0,0.0,-2008.0,2.0,1.0,0.0
145585,0.1276987943727713,0.6789880773420366,-594.4285714285714,0.4285714285714285,-13491.0,0.5714285714285714,0.2307692307692307,-2372.0,0.6923076923076923,-202.28571428571428,0.1758209176488029,0.4615384615384615,-468.25,-762.6666666666666,2.0,0.2307692307692307,0.0,-1477.0,2.0,1.0,0.0
256163,0.4859351623488367,0.6889562159628554,-1134.3333333333333,1.0,-9143.0,0.0,0.0,-107.0,1.0,-468.6666666666667,0.011702942141529,0.4285714285714285,-650.0583333333334,-1134.3333333333333,2.0,0.0,0.0,-1772.0,3.0,1.0,0.0
131236,0.3622772470384314,0.2954967202790693,-1395.7142857142858,0.4285714285714285,-15344.0,0.5714285714285714,0.5,-6821.0,0.5,-552.4285714285714,0.4445385818561001,0.5,-1024.0,-1891.3333333333333,2.0,0.0,0.0,-1466.0,2.0,1.0,0.0
265826,0.7713615919194317,0.0458726260652159,-1255.0,1.0,-22017.0,0.0,0.0,-3217.4,1.0,-876.0,0.1467401942798706,1.0,-592.2966666666667,-1255.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0
176931,0.6092756673894402,0.1345419398408685,-1120.0,0.6666666666666666,-21220.0,0.3333333333333333,0.0,-5581.3,1.0,-595.0,0.2629409154936307,1.0,-516.5,-1421.75,2.0,0.0,0.0,0.0,2.0,1.0,0.0
281386,0.6347055309763198,0.6250122740996205,-1535.25,0.5,-14199.0,0.5,0.0,-6624.0,0.75,-694.125,0.4665117261778999,0.5,-997.0,-2073.5,2.0,0.0,0.0,-482.0,2.0,0.0,0.0
393412,0.4048783643353997,0.6158977988473823,-1599.0833333333333,0.5,-14417.0,0.5,0.0,-5790.0,1.0,-879.4166666666666,0.4016092113477145,1.0,-1329.1666666666667,-1869.0,2.0,0.0,0.0,-247.0,2.0,0.0,0.0
338625,0.6528965519806539,0.3972435793783121,-856.5714285714286,0.5714285714285714,-12703.0,0.4285714285714285,0.0,-1457.0,1.0,-615.4285714285714,0.1146973155947414,1.0,-502.0,-1122.5,2.0,0.0,0.0,-1725.0,2.0,0.0,0.0
190907,0.5280927512030451,0.6850628900950219,-573.6666666666666,0.3333333333333333,-21866.0,0.6666666666666666,0.4736842105263157,-4325.0,0.5263157894736842,-125.66666666666669,0.1977956645019665,0.2105263157894736,-343.0,-1035.0,2.0,0.4736842105263157,0.0526315789473684,-1526.0,2.0,0.0,1.0
370952,0.6263042766749393,0.7703233081859845,-1685.0,0.6153846153846154,-21016.0,0.3846153846153846,0.3333333333333333,-4178.8,0.6666666666666666,-1130.6923076923076,0.1986343367589406,0.4444444444444444,-1023.6,-2098.375,2.0,0.3333333333333333,0.0,-2016.0,2.0,1.0,0.0
248104,0.7738956942145427,0.6290319041058704,-493.625,0.8125,-17780.0,0.1875,0.2,-4177.0,0.8,-378.0,0.2349268841394825,0.8,-369.6666666666667,-522.2307692307693,2.0,0.0,0.0,-2489.0,2.0,1.0,0.0
320218,0.7544061731797895,0.7217218458530389,-1442.6666666666667,1.0,-20418.0,0.0,0.0,-1963.0,1.0,-1057.6666666666667,0.0961406602017827,0.8,-976.6166666666666,-1442.6666666666667,2.0,0.0,0.0,-2539.0,2.0,0.0,0.0
254538,0.5298898341969072,0.6488988111596143,-1240.0,0.5,-15491.0,0.5,0.2857142857142857,-2247.0,0.7142857142857143,-481.0,0.1450519656574785,0.5714285714285714,-666.6666666666666,-1813.3333333333333,2.0,0.0,0.1428571428571428,-1501.0,2.0,1.0,0.0
174009,0.2650494299443805,0.5703502236134671,-1165.2941176470588,0.6470588235294118,-12430.0,0.3529411764705882,0.5,-3106.0,0.5,-357.11764705882354,0.2498793242156074,0.5,-838.1666666666666,-1343.7272727272727,2.0,0.5,0.375,-1562.0,2.0,0.0,0.0
362828,0.5100895276257282,0.6159702205685825,-1196.6666666666667,1.0,-15010.0,0.0,0.5,-209.0,0.5,-296.0,0.0139240506329113,0.5,-888.875,-1196.6666666666667,1.0,0.0,0.0,-2.0,1.0,1.0,0.0
437598,0.7001838506835805,0.6482109765975421,-1721.4,0.9,-21485.0,0.1,0.2222222222222222,-5379.0,0.7777777777777778,-808.6,0.2503607167791482,0.5555555555555556,-812.0,-1822.4444444444443,2.0,0.0,0.1111111111111111,-2075.0,2.0,0.0,0.0
156956,0.5436379125046944,0.5452312571722968,-1180.0,0.5,-9946.0,0.5,0.0,-100.0,1.0,-371.5,0.0100542931831892,1.0,-1279.0,-1081.0,2.0,0.0,0.0,-1243.0,2.0,0.0,0.0
325512,0.720939533768266,0.610560920553647,-1936.0,0.75,-15309.0,0.25,0.0,-1747.0,1.0,-865.75,0.1141158795479783,1.0,-1634.0,-2036.6666666666667,3.0,0.0,0.0,-1584.0,3.0,1.0,0.0
334709,0.7394117535524816,0.3677422420539037,-1297.7142857142858,0.5714285714285714,-23282.0,0.4285714285714285,0.0,-4710.3,1.0,-211.1428571428572,0.202642696290588,0.5,-479.6666666666667,-1911.25,2.0,0.0,0.0,-511.0,2.0,1.0,0.0
116358,0.4956658291397297,0.6197908366938767,-989.0909090909092,0.6363636363636364,-22773.0,0.3636363636363636,0.0,-2844.8,1.0,-627.2727272727273,0.1248009278745024,1.0,-462.5,-1290.0,2.0,0.0,0.3333333333333333,-1748.0,2.0,1.0,0.0
183409,0.1575949986663102,0.5535732974552381,-1298.7272727272727,0.6363636363636364,-12017.0,0.3636363636363636,0.25,-3726.0,0.75,-828.4545454545455,0.3100607472746942,0.3333333333333333,-1122.0,-1399.7142857142858,3.0,0.1666666666666666,0.1666666666666666,-1491.0,3.0,1.0,1.0
182178,0.2822484337007223,0.2470581132847812,-616.0,0.5,-9923.0,0.5,0.2352941176470588,-1506.0,0.7647058823529411,-238.85,0.1517686183613826,0.5882352941176471,-495.3,-736.7,2.0,0.0588235294117647,0.2352941176470588,-276.0,2.0,0.0,0.0
385436,0.445396241560834,0.3213537122325208,-1274.142857142857,0.7142857142857143,-13295.0,0.2857142857142857,0.0,-2454.0,1.0,-387.0,0.1845806694245957,0.75,-91.0,-1747.4,2.0,0.0,0.25,-218.0,2.0,1.0,0.0
442721,0.7898803468924867,0.5364668132639939,-1258.5,1.0,-22060.0,0.0,0.0,-3156.7,1.0,-921.5,0.1441417519590015,1.0,-1138.1666666666667,-1258.5,2.0,0.0,0.3333333333333333,-541.0,2.0,1.0,0.0
164246,0.5352762504724826,0.7601018949849425,-1420.9444444444443,0.9444444444444444,-21800.0,0.0555555555555555,0.0,-7337.0,0.75,-1050.611111111111,0.3365596330275229,0.5,-115.0,-1497.764705882353,1.0,0.0,0.0,-1090.0,1.0,1.0,0.0
430341,0.6347055309763198,0.4653590825245696,-624.0,0.5,-10409.0,0.5,0.0,-1903.0,1.0,-15.5,0.182822557402248,0.6666666666666666,-739.0,-509.0,3.0,0.0,0.0,-504.0,3.0,1.0,0.0
228336,0.6023863442690867,0.1717247690973856,-1110.5,0.3333333333333333,-19816.0,0.6666666666666666,0.4285714285714285,-11662.0,0.5714285714285714,-77.0,0.588514331853048,0.2857142857142857,-1240.25,-851.0,2.0,0.0,0.5714285714285714,-529.0,2.0,1.0,0.0
255401,0.7662336700704004,0.785638444181319,-1870.0,0.8,-11483.0,0.2,0.2,-2915.0,0.8,-846.2,0.253853522598624,0.8,-56.0,-2323.5,1.0,0.0,0.2,-870.0,1.0,1.0,0.0
431921,0.5442347412142162,0.2814853197472815,-2133.5,1.0,-13649.0,0.0,0.0,-153.0,1.0,-1169.0,0.0112096124258187,1.0,-1491.15,-2133.5,2.0,0.0,0.0,-2354.0,3.0,0.0,0.0
161719,0.6279908192952864,0.4515969743431228,-913.0,0.0,-23292.0,1.0,0.1428571428571428,-4529.0,0.8571428571428571,-27.0,0.1944444444444444,0.5714285714285714,-913.0,-1027.4833333333331,2.0,0.1428571428571428,0.0,-7.0,2.0,0.0,0.0
275996,0.4783671645675492,0.5212116333750937,-288.0,0.0,-16397.0,1.0,0.0,-2119.0,1.0,-50.0,0.1292309568823565,1.0,-288.0,-648.7583333333333,2.0,0.0,0.0,-2731.0,2.0,0.0,0.0
107118,0.7826078370261895,0.459146117134181,-1235.0,0.6,-19359.0,0.4,0.0,-1351.0,1.0,-498.8,0.0697866625342218,1.0,-825.5,-1508.0,2.0,0.0,0.0,-593.0,2.0,1.0,0.0
369774,0.4470087921873392,0.6973878926274749,-765.5,1.0,-15478.0,0.0,0.0,-1312.0,1.0,-382.0,0.0847654735753973,1.0,-485.0433333333333,-765.5,1.0,0.0,0.0,-1261.0,1.0,0.0,0.0
262210,0.8106180215523969,0.6963716534772258,-1582.2222222222222,0.7777777777777778,-11188.0,0.1111111111111111,0.0,-2135.0,1.0,-801.4444444444445,0.1908294601358598,1.0,-928.0,-1769.0,2.0,0.0,0.0,-1731.0,2.0,0.0,0.0
271921,0.3123653692278984,0.4861577749817941,-1176.2307692307693,0.7692307692307693,-19547.0,0.2307692307692307,0.3333333333333333,-2890.0,0.6666666666666666,-578.9230769230769,0.1478487747480431,0.6666666666666666,-978.3333333333334,-1235.6,3.0,0.0,0.0,0.0,3.0,0.0,0.0
212791,0.6127042441012546,0.6721826116470874,-736.5,0.5,-13075.0,0.5,0.1428571428571428,-505.0,0.8571428571428571,-341.0,0.038623326959847,0.4285714285714285,-672.0,-801.0,2.0,0.0714285714285714,0.1428571428571428,-2842.0,2.0,0.0,0.0
252967,0.7726311345553628,0.5886519361073871,-1961.5,0.75,-15628.0,0.25,0.125,-2648.8,0.875,-701.25,0.1704932281887769,0.625,-1277.0,-2189.6666666666665,2.0,0.125,0.0,-2748.0,2.0,0.0,0.0
125110,0.1428725230413196,0.5402330659697788,-240.0,0.0,-7918.0,1.0,0.5,-260.0,0.3333333333333333,-22.0,0.0328365748926496,0.3333333333333333,-240.0,-327.65,2.0,0.3333333333333333,0.0,-378.0,2.0,1.0,0.0
382839,0.5691487713619409,0.5160580983276903,-2152.6666666666665,0.7777777777777778,-12791.0,0.2222222222222222,0.0,-984.0,1.0,-672.3333333333334,0.0769290907669455,1.0,-2278.5,-2116.714285714286,2.0,0.0,0.0,-2534.0,2.0,0.0,0.0
191019,0.511891801533151,0.6447475907809339,-501.0,0.2,-9993.0,0.8,0.0,-1903.0,0.8571428571428571,-173.8,0.1904333033123186,0.5714285714285714,-424.75,-806.0,2.0,0.0,0.1428571428571428,-266.0,2.0,1.0,0.0
216571,0.7838324335199619,0.7386658333596353,-1094.0,0.0,-18380.0,1.0,0.0,-1188.0,1.0,-37.0,0.0646354733405876,1.0,-1094.0,-838.05,2.0,0.0,0.0,0.0,2.0,0.0,0.0
158012,0.6058362647264226,0.5400103665110939,-1015.1666666666666,0.6666666666666666,-22010.0,0.3333333333333333,0.0,-2998.8,1.0,-525.5,0.1362331610987157,1.0,-379.0,-1333.25,3.0,0.0,0.0,-935.0,3.0,1.0,0.0
281783,0.5154953751603267,0.6569610820740619,-1152.7333333333331,0.7333333333333333,-13078.0,0.2666666666666666,0.0,-4087.0,1.0,-762.2,0.312509558036397,1.0,-797.0,-1282.090909090909,2.0,0.0,0.0,-2524.0,2.0,1.0,0.0
210417,0.3798574576756904,0.3847629710122323,-799.0,0.0,-12810.0,1.0,0.6666666666666666,-2275.0,0.3333333333333333,-32.0,0.1775956284153005,0.3333333333333333,-799.0,-1093.5019047619048,3.0,0.0,0.3333333333333333,-1743.0,3.0,0.0,0.0
446985,0.0975816126874459,0.2160556252632609,-1290.0,0.5,-11190.0,0.5,0.25,-4373.0,0.75,-134.5,0.3907953529937444,0.75,-1186.0,-1394.0,3.0,0.25,0.0,-1186.0,3.0,0.0,0.0
342057,0.4101025731788671,0.4604062278792815,-486.4,0.8,-13416.0,0.2,0.0,-2723.0,1.0,-155.4,0.2029666070363744,1.0,-374.0,-514.5,2.0,0.0,0.0,-795.0,2.0,1.0,1.0
224638,0.1455428133497032,0.549229803820935,-871.4285714285714,0.7142857142857143,-11425.0,0.2857142857142857,0.0,-625.0,1.0,-561.2857142857143,0.0547045951859956,1.0,-385.0,-1066.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
115612,0.5460231970049609,0.3350403097184016,-661.6666666666666,0.3333333333333333,-13784.0,0.6666666666666666,0.0,-5343.0,1.0,-117.33333333333331,0.3876233313987232,1.0,-673.5,-638.0,2.0,0.0,0.2,-1809.0,2.0,1.0,0.0
153570,0.7338145369642702,0.7857010440181939,-1435.125,0.875,-19079.0,0.125,0.0,-726.0,1.0,-803.875,0.038052308821217,0.8333333333333334,-671.0,-1544.2857142857142,2.0,0.0,0.0,-2393.0,2.0,1.0,0.0
149387,0.3108182544189319,0.7585873808486401,-1595.6666666666667,0.3333333333333333,-9951.0,0.6666666666666666,0.25,-1942.0,0.75,-39.66666666666666,0.1951562657019395,0.75,-1131.5,-2524.0,1.0,0.0,0.25,-1722.0,1.0,1.0,0.0
362906,0.5495965024956946,0.7744788720693306,-1459.0,0.7333333333333333,-16055.0,0.2666666666666666,0.4,-249.0,0.4,-1216.8666666666666,0.0155091871691061,0.4,-226.5,-1907.1818181818185,1.0,0.0,0.0,-1477.0,1.0,1.0,0.0
261932,0.3927738606031339,0.6828649174672407,-1724.6666666666667,0.6666666666666666,-17662.0,0.3333333333333333,0.0,-1147.0,1.0,-1038.111111111111,0.06494168270864,1.0,-772.6666666666666,-2200.6666666666665,2.0,0.0,1.0,-899.0,2.0,1.0,0.0
425499,0.2837118826350007,0.18851696823369,-100.0,0.0,-13896.0,1.0,0.0,-118.0,1.0,-8.0,0.0084916522740356,0.4285714285714285,-100.0,-436.055,2.0,0.0,0.0,-705.0,2.0,1.0,1.0
216380,0.3296550543128238,0.2946461417321062,-1189.375,0.75,-24482.0,0.25,0.8181818181818182,-3877.0,0.1818181818181818,-789.5,0.1583612449963238,0.1818181818181818,-675.0,-1360.8333333333333,2.0,0.7272727272727273,0.0,-392.0,2.0,1.0,0.0
431115,0.4956658291397297,0.6628942473385093,-256.5,0.6666666666666666,-11544.0,0.3333333333333333,0.5454545454545454,-685.0,0.4545454545454545,-89.16666666666667,0.0593381843381843,0.2727272727272727,-143.0,-313.25,2.0,0.0909090909090909,0.7272727272727273,-703.0,2.0,0.0,0.0
347928,0.7149037611485312,0.5565436211826176,-1222.3333333333333,0.6666666666666666,-19446.0,0.3333333333333333,0.1,-8965.0,0.9,-815.6666666666666,0.4610202612362439,0.4,-1395.0,-1136.0,2.0,0.1,0.1,-1156.0,2.0,0.0,0.0
376802,0.7252764347002191,0.658688772354235,-1178.625,0.5,-19634.0,0.5,0.1666666666666666,-2148.0,0.8333333333333334,-523.75,0.1094020576550881,0.6666666666666666,-1040.0,-1317.25,2.0,0.1666666666666666,0.1666666666666666,-1502.0,2.0,1.0,0.0
437471,0.5519799974380751,0.6718741475658911,-1128.0,1.0,-18793.0,0.0,0.0,-644.0,1.0,-1044.0,0.0342680785398818,0.8,-775.1958333333333,-1128.0,2.0,0.0,0.0,-16.0,2.0,0.0,0.0
199942,0.475849908720221,0.6692220266664742,-1608.4545454545455,0.7272727272727273,-19381.0,0.2727272727272727,0.3181818181818182,-2703.0,0.6818181818181818,-1085.090909090909,0.1394664877973273,0.6818181818181818,-1167.3333333333333,-1773.875,2.0,0.2272727272727272,0.0454545454545454,-1418.0,2.0,1.0,0.0
119493,0.6940926425266661,0.6536863245992444,-457.4,0.6,-20245.0,0.4,0.0,-283.0,1.0,-198.8,0.0139787601877006,1.0,-104.0,-693.0,2.0,0.0,0.0,-1059.0,2.0,0.0,0.0
190509,0.3123653692278984,0.5345793780795127,-858.0,0.6,-18128.0,0.4,0.0,-118.0,1.0,-535.0,0.0065092674315975,0.6666666666666666,-281.0,-1242.6666666666667,2.0,0.0,0.0,-3300.0,2.0,1.0,0.0
237210,0.7121551551910698,0.1621326848489088,-2525.0,1.0,-16319.0,0.0,0.0,-951.0,1.0,-1836.0,0.0582756296341687,1.0,-2251.75,-2525.0,2.0,0.0,0.0,-181.0,2.0,1.0,0.0
408930,0.3108182544189319,0.1564577366694968,-380.0,0.0,-16810.0,1.0,0.1666666666666666,-111.0,0.6666666666666666,-7.0,0.0066032123735871,0.3333333333333333,-380.0,-626.2,2.0,0.0,0.3333333333333333,-100.0,2.0,0.0,0.0
380244,0.8277026681625442,0.1361233209632966,-1323.0,0.5,-21043.0,0.5,0.75,-451.0,0.25,-531.0,0.0214323052796654,0.25,-792.0,-1854.0,2.0,0.0,0.75,-1460.0,2.0,0.0,0.0
